Id,Pk,Label,Title,Year:int,Minutes:int
tt0106471,tt0106471,Movie,Boxing Helena,1993,107
tt0106474,tt0106474,Movie,Boys' Shorts: The New Queer Cinema,1993,119
tt0106489,tt0106489,Movie,A Bronx Tale,1993,121
tt0106498,tt0106498,Movie,Burning Life,1994,105
tt0106503,tt0106503,Movie,Caino e Caino,1993,102
tt0106511,tt0106511,Movie,Sezonat na kanarchetata,1993,128
tt0106516,tt0106516,Movie,Cap Tourmente,1993,115
tt0106519,tt0106519,Movie,Carlito's Way,1993,144
tt0106525,tt0106525,Movie,El caso María Soledad,1993,125
tt0106534,tt0106534,Movie,The Earth's Most Beloved Son,1993,138
tt0106535,tt0106535,Movie,The Cement Garden,1993,105
tt0106536,tt0106536,Movie,The Cemetery Club,1993,107
tt0106537,tt0106537,Movie,Century,1993,112
tt0106541,tt0106541,Movie,Chandra Mukhi,1993,152
tt0106544,tt0106544,Movie,Supercop 2,1993,104
tt0106551,tt0106551,Movie,Always on My Mind,1993,104
tt0106560,tt0106560,Movie,Chopin - Bilder einer Trennung,1993,114
tt0106564,tt0106564,Movie,Chtoby vyzhit,1992,112
tt0106568,tt0106568,Movie,Cheot sarang,1993,110
tt0106569,tt0106569,Movie,Chyornyy aist,1993,104
tt0106570,tt0106570,Movie,Black Tea with Lemon,1993,101
tt0106574,tt0106574,Movie,Cijena zivota,1994,103
tt0106582,tt0106582,Movie,Cliffhanger,1993,113
tt0106585,tt0106585,Movie,Coitado do Jorge,1993,110
tt0106597,tt0106597,Movie,Condannato a nozze,1993,110
tt0106621,tt0106621,Movie,Sister Island,1996,109
tt0106638,tt0106638,Movie,The Custodian,1993,109
tt0106640,tt0106640,Movie,Czlowiek z...,1993,100
tt0106642,tt0106642,Movie,From the East,1993,107
tt0106646,tt0106646,Movie,Daphnis and Chloe,1993,105
tt0106651,tt0106651,Movie,The Last Dance,1993,116
tt0106653,tt0106653,Movie,Dalaal,1993,160
tt0106655,tt0106655,Movie,Damini,1993,175
tt0106660,tt0106660,Movie,Dangerous Game,1993,108
tt0106661,tt0106661,Movie,A Dangerous Woman,1993,102
tt0106664,tt0106664,Movie,The Dark Half,1993,122
tt0106673,tt0106673,Movie,Dave,1993,110
tt0106677,tt0106677,Movie,Dazed and Confused,1993,102
tt0106678,tt0106678,Movie,I Don't Want to Talk About It,1993,106
tt0106693,tt0106693,Movie,The Inheritance or Fuckoffguysgoodday,1992,120
tt0106697,tt0106697,Movie,Demolition Man,1993,115
tt0106707,tt0106707,Movie,Desperate Crimes,1991,103
tt0106724,tt0106724,Movie,Dil Hi To Hai,1992,164
tt0106725,tt0106725,Movie,Dil Tera Aashiq,1993,151
tt0106727,tt0106727,Movie,Dirty Weekend,1993,102
tt0106744,tt0106744,Movie,The Ditvoorst Domains,1992,112
tt0106753,tt0106753,Movie,Doppelganger,1993,104
tt0106765,tt0106765,Movie,Dove siete? Io sono qui,1993,148
tt0106770,tt0106770,Movie,Dragon: The Bruce Lee Story,1993,120
tt0106772,tt0106772,Movie,A Dream in Red Mansions,1988,735
tt0106775,tt0106775,Movie,Drehbuch - Die Zeiten,1993,270
tt0106776,tt0106776,Movie,De drie beste dingen in het leven,1992,103
tt0106779,tt0106779,Movie,Drömkåken,1993,101
tt0106780,tt0106780,Movie,Drömmen om Rita,1993,104
tt0106783,tt0106783,Movie,Dwa ksiezyce,1993,133
tt0106786,tt0106786,Movie,Dyuba-Dyuba,1992,140
tt0106787,tt0106787,Movie,Délit mineur,1994,108
tt0106793,tt0106793,Movie,Eddie Presley,1992,106
tt0106799,tt0106799,Movie,Ek Hi Raasta,1993,130
tt0106800,tt0106800,Movie,Ekattorer Jishu,1993,100
tt0106834,tt0106834,Movie,Even Cowgirls Get the Blues,1993,106
tt0106854,tt0106854,Movie,Der Fall Lucona,1993,115
tt0106856,tt0106856,Movie,Falling Down,1993,113
tt0106860,tt0106860,Movie,Family Prayers,1993,108
tt0106868,tt0106868,Movie,A Far Off Place,1993,100
tt0106875,tt0106875,Movie,Fatalna nezhnost,1993,108
tt0106881,tt0106881,Movie,Fearless,1993,122
tt0106901,tt0106901,Movie,Fényérzékeny történet,1994,104
tt0106902,tt0106902,Movie,Fifty/Fifty,1992,101
tt0106911,tt0106911,Movie,Fiorile,1993,119
tt0106912,tt0106912,Movie,Fire in the Sky,1993,109
tt0106918,tt0106918,Movie,The Firm,1993,154
tt0106926,tt0106926,Movie,Flesh and Bone,1993,126
tt0106931,tt0106931,Movie,La Florida,1993,112
tt0106936,tt0106936,Movie,The Legend,1993,100
tt0106951,tt0106951,Movie,Fortunes of War,1994,107
tt0106965,tt0106965,Movie,Free Willy,1993,112
tt0106966,tt0106966,Movie,Strawberry and Chocolate,1993,108
tt0106968,tt0106968,Movie,Friends,1993,105
tt0106977,tt0106977,Movie,The Fugitive,1993,130
tt0106981,tt0106981,Movie,Funes a Great Love,1993,110
tt0106986,tt0106986,Movie,Gardish,1993,153
tt0106989,tt0106989,Movie,Gatica the Monkey,1993,136
tt0107001,tt0107001,Movie,The People at Universal,1991,110
tt0107002,tt0107002,Movie,Germinal,1993,160
tt0107004,tt0107004,Movie,Geronimo: An American Legend,1993,115
tt0107005,tt0107005,Movie,To the Starry Island,1993,102
tt0107007,tt0107007,Movie,Gettysburg,1993,271
tt0107023,tt0107023,Movie,God sobaki,1994,133
tt0107027,tt0107027,Movie,Godzilla vs. Mechagodzilla II,1993,108
tt0107030,tt0107030,Movie,Golgota,1994,125
tt0107039,tt0107039,Movie,Grand bonheur,1993,165
tt0107048,tt0107048,Movie,Groundhog Day,1993,101
tt0107050,tt0107050,Movie,Grumpy Old Men,1993,103
tt0107057,tt0107057,Movie,Guilty as Sin,1993,107
tt0107060,tt0107060,Movie,Gumrah,1993,149
tt0107078,tt0107078,Movie,Harjunpää and the Persecutors,1993,102
tt0107079,tt0107079,Movie,Sugar Hill,1993,123
tt0107080,tt0107080,Movie,Harmony Cats,1992,104
tt0107085,tt0107085,Movie,Slight Fever of a 20-Year-Old,1993,114
tt0107091,tt0107091,Movie,Heart and Souls,1993,104
tt0107096,tt0107096,Movie,Heaven & Earth,1993,140
tt0107123,tt0107123,Movie,Hoffman's Hunger,1993,218
tt0107130,tt0107130,Movie,A Home of Our Own,1993,104
tt0107132,tt0107132,Movie,The Man on the Shore,1993,106
tt0107146,tt0107146,Movie,The Advocate,1993,152
tt0107148,tt0107148,Movie,House of Cards,1993,109
tt0107151,tt0107151,Movie,The House of the Spirits,1993,140
tt0107152,tt0107152,Movie,Household Saints,1993,124
tt0107154,tt0107154,Movie,How U Like Me Now,1992,110
tt0107156,tt0107156,Movie,The Wedding Banquet,1993,106
tt0107157,tt0107157,Movie,The Puppetmaster,1993,142
tt0107158,tt0107158,Movie,A Soul Haunted by Painting,1994,130
tt0107162,tt0107162,Movie,Once Upon a Time in China IV,1993,101
tt0107166,tt0107166,Movie,Hum Hain Rahi Pyar Ke,1993,163
tt0107167,tt0107167,Movie,Hundan al Belgrano,1996,117
tt0107171,tt0107171,Movie,Hwaomkyung,1993,136
tt0107174,tt0107174,Movie,Härifrån till Kim,1993,104
tt0107183,tt0107183,Movie,The Ice Runner,1992,110
tt0107199,tt0107199,Movie,In Custody,1994,126
tt0107206,tt0107206,Movie,In the Line of Fire,1993,128
tt0107207,tt0107207,Movie,In the Name of the Father,1993,133
tt0107209,tt0107209,Movie,Faraway So Close!,1993,144
tt0107211,tt0107211,Movie,Indecent Proposal,1993,117
tt0107225,tt0107225,Movie,Ciao Professore!,1992,100
tt0107227,tt0107227,Movie,Al-irhab wal kabab,1992,105
tt0107243,tt0107243,Movie,Jack L. Warner: The Last Mogul,1993,104
tt0107249,tt0107249,Movie,Jaagruti,1993,134
tt0107251,tt0107251,Movie,Johnnie Waterman,1993,101
tt0107253,tt0107253,Movie,Jardines colgantes,1993,116
tt0107256,tt0107256,Movie,Call Me Victor,1993,102
tt0107257,tt0107257,Movie,Je t'aime quand même,1994,100
tt0107259,tt0107259,Movie,Joan the Maid 1: The Battles,1994,160
tt0107260,tt0107260,Movie,Joan the Maid 2: The Prisons,1994,176
tt0107276,tt0107276,Movie,Look to the Sky,1993,100
tt0107278,tt0107278,Movie,The Diary of Lady M,1993,113
tt0107282,tt0107282,Movie,The Joy Luck Club,1993,139
tt0107286,tt0107286,Movie,Judgment Night,1993,110
tt0107290,tt0107290,Movie,Jurassic Park,1993,127
tt0107295,tt0107295,Movie,Justinien Trouvé ou le bâtard de Dieu,1993,160
tt0107296,tt0107296,Movie,Justiz,1993,106
tt0107302,tt0107302,Movie,Kalifornia,1993,117
tt0107305,tt0107305,Movie,Kanehsatake: 270 Years of Resistance,1993,119
tt0107306,tt0107306,Movie,Karakum,1994,101
tt0107311,tt0107311,Movie,Khal Nayak,1993,190
tt0107315,tt0107315,Movie,Kika,1993,114
tt0107321,tt0107321,Movie,King Uncle,1993,171
tt0107322,tt0107322,Movie,King of the Hill,1993,103
tt0107323,tt0107323,Movie,Kino,1993,109
tt0107335,tt0107335,Movie,Kodeks beshchestiya,1993,148
tt0107337,tt0107337,Movie,Al-kompars,1993,100
tt0107339,tt0107339,Movie,Kontesa Dora,1993,117
tt0107347,tt0107347,Movie,Marriage Story,1992,101
tt0107348,tt0107348,Movie,Kärlekens himmelska helvete,1993,110
tt0107349,tt0107349,Movie,The Slingshot,1993,102
tt0107350,tt0107350,Movie,Kærlighedens smerte,1992,115
tt0107358,tt0107358,Movie,The Blue Kite,1993,140
tt0107362,tt0107362,Movie,Last Action Hero,1993,130
tt0107364,tt0107364,Movie,The Last Border,1993,105
tt0107376,tt0107376,Movie,Latcho Drom,1993,103
tt0107388,tt0107388,Movie,It's Better to Be Wealthy and Healthy Than Poor and Ill,1992,108
tt0107394,tt0107394,Movie,Letter for L...,1993,100
tt0107399,tt0107399,Movie,Lim jing dai yat gik,1993,100
tt0107416,tt0107416,Movie,Lightning in a Bottle,1993,109
tt0107426,tt0107426,Movie,Little Buddha,1993,123
tt0107435,tt0107435,Movie,La Lola se va a los puertos,1993,105
tt0107440,tt0107440,Movie,Lootere,1993,156
tt0107443,tt0107443,Movie,Lost in Yonkers,1993,114
tt0107445,tt0107445,Movie,The Lotus Eaters,1993,101
tt0107446,tt0107446,Movie,Louis enfant roi,1993,160
tt0107447,tt0107447,Movie,Love & Human Remains,1993,100
tt0107459,tt0107459,Movie,Lumière noire,1994,104
tt0107461,tt0107461,Movie,Cageman,1992,145
tt0107468,tt0107468,Movie,M. Butterfly,1993,101
tt0107471,tt0107471,Movie,My Favorite Season,1993,127
tt0107472,tt0107472,Movie,The Wonderful Horrible Life of Leni Riefenstahl,1993,183
tt0107474,tt0107474,Movie,Madadayo,1993,134
tt0107475,tt0107475,Movie,Madame Bäurin,1993,100
tt0107476,tt0107476,Movie,Madame L'Eau,1993,120
tt0107478,tt0107478,Movie,Made in America,1993,111
tt0107479,tt0107479,Movie,La madre muerta,1993,105
tt0107480,tt0107480,Movie,Madregilda,1993,113
tt0107486,tt0107486,Movie,A magzat,1994,102
tt0107497,tt0107497,Movie,Malice,1993,107
tt0107499,tt0107499,Movie,Malli - artist in residence,1993,102
tt0107501,tt0107501,Movie,The Man Without a Face,1993,115
tt0107507,tt0107507,Movie,Manhattan Murder Mystery,1993,104
tt0107508,tt0107508,Movie,Manhattan by Numbers,1993,110
tt0107514,tt0107514,Movie,Mercedes,1993,108
tt0107515,tt0107515,Movie,Leon's Husband,1993,103
tt0107518,tt0107518,Movie,Mario Maria e Mario,1993,102
tt0107520,tt0107520,Movie,Les marmottes,1993,104
tt0107523,tt0107523,Movie,Married to It,1991,112
tt0107528,tt0107528,Movie,Killing Grandpa,1993,115
tt0107531,tt0107531,Movie,Matusalem,1993,105
tt0107533,tt0107533,Movie,The Blue Exile,1993,108
tt0107535,tt0107535,Movie,Mazeppa,1993,111
tt0107563,tt0107563,Movie,The Meteor Man,1993,100
tt0107573,tt0107573,Movie,Honey Sweet Love...,1994,100
tt0107582,tt0107582,Movie,Miroslava,1993,100
tt0107588,tt0107588,Movie,Ivan & Abraham,1993,105
tt0107594,tt0107594,Movie,Money for Nothing,1993,100
tt0107610,tt0107610,Movie,Mr. Bluesman,1993,101
tt0107611,tt0107611,Movie,Mr. Jones,1993,114
tt0107614,tt0107614,Movie,Mrs. Doubtfire,1993,125
tt0107616,tt0107616,Movie,Much Ado About Nothing,1993,111
tt0107617,tt0107617,Movie,The Scent of Green Papaya,1993,104
tt0107621,tt0107621,Movie,A Wall of Silence,1993,105
tt0107624,tt0107624,Movie,Mustard Bath,1993,110
tt0107630,tt0107630,Movie,My Life,1993,117
tt0107636,tt0107636,Movie,The Mystery of Edwin Drood,1993,112
tt0107641,tt0107641,Movie,Médecins de coeur,1993,110
tt0107653,tt0107653,Movie,Naked,1993,132
tt0107660,tt0107660,Movie,Navigators of the Space,1993,102
tt0107662,tt0107662,Movie,The Rice People,1994,125
tt0107665,tt0107665,Movie,Needful Things,1993,120
tt0107667,tt0107667,Movie,Nel continente nero,1992,110
tt0107670,tt0107670,Movie,Neria,1991,103
tt0107673,tt0107673,Movie,Nesravnennaya,1993,112
tt0107678,tt0107678,Movie,Noch voprosov...,1993,100
tt0107686,tt0107686,Movie,Alone in the Night,1994,108
tt0107699,tt0107699,Movie,De nøgne træer,1991,104
tt0107700,tt0107700,Movie,Le Nombril du Monde,1993,145
tt0107701,tt0107701,Movie,Nordkurve,1992,105
tt0107702,tt0107702,Movie,The Nostradamus Kid,1993,120
tt0107710,tt0107710,Movie,Novia que te vea,1994,114
tt0107714,tt0107714,Movie,La nuit sacrée,1993,110
tt0107721,tt0107721,Movie,Nyugattól keletre avagy a média diszkrét bája,1994,126
tt0107727,tt0107727,Movie,L'oeil de Vichy,1993,110
tt0107729,tt0107729,Movie,Oeroeg,1993,100
tt0107736,tt0107736,Movie,Ohikkoshi,1993,125
tt0107739,tt0107739,Movie,Okoge,1992,120
tt0107755,tt0107755,Movie,Ordinary Magic,1993,103
tt0107759,tt0107759,Movie,Otoko wa tsurai yo: Torajiro no endan,1993,104
tt0107766,tt0107766,Movie,Pacco doppio pacco e contropaccotto,1993,118
tt0107767,tt0107767,Movie,The Padma Boatman,1993,126
tt0107768,tt0107768,Movie,Painted Desert,1993,106
tt0107771,tt0107771,Movie,Pamietnik znaleziony w garbie,1993,110
tt0107772,tt0107772,Movie,Up Down and Sideways,1992,108
tt0107777,tt0107777,Movie,Parampara,1993,155
tt0107779,tt0107779,Movie,Paris France,1993,112
tt0107780,tt0107780,Movie,Pariserhjulet,1993,106
tt0107792,tt0107792,Movie,Intimate Bed,1993,102
tt0107798,tt0107798,Movie,The Pelican Brief,1993,141
tt0107802,tt0107802,Movie,Los peores años de nuestra vida,1994,100
tt0107803,tt0107803,Movie,Per amore solo per amore,1993,114
tt0107806,tt0107806,Movie,Perfect Exchange,1993,105
tt0107808,tt0107808,Movie,A Perfect World,1993,138
tt0107809,tt0107809,Movie,Perfume de Gardênia,1992,118
tt0107815,tt0107815,Movie,Pétain,1993,132
tt0107816,tt0107816,Movie,The Little Apocalypse,1993,110
tt0107818,tt0107818,Movie,Philadelphia,1993,125
tt0107821,tt0107821,Movie,Phool Aur Angaar,1993,146
tt0107822,tt0107822,Movie,The Piano,1993,121
tt0107823,tt0107823,Movie,Piccolo grande amore,1993,105
tt0107824,tt0107824,Movie,The Pickle,1993,103
tt0107825,tt0107825,Movie,Pierscionek z orlem w koronie,1992,104
tt0107840,tt0107840,Movie,Poetic Justice,1993,109
tt0107843,tt0107843,Movie,Point of No Return,1993,109
tt0107853,tt0107853,Movie,Pora na czarownice,1993,110
tt0107863,tt0107863,Movie,Posse,1993,111
tt0107889,tt0107889,Movie,The Program,1993,112
tt0107893,tt0107893,Movie,The Case of Bronek Pekosinski,1993,100
tt0107901,tt0107901,Movie,El pájaro de la felicidad,1993,115
tt0107921,tt0107921,Movie,Rajdhani,1993,131
tt0107925,tt0107925,Movie,Oral Messages,1991,108
tt0107927,tt0107927,Movie,The Real McCoy,1993,105
tt0107930,tt0107930,Movie,Reckless Kelly,1993,103
tt0107939,tt0107939,Movie,Der Reichseinsatz - Zwangsarbeiter in Deutschland,1994,117
tt0107943,tt0107943,Movie,The Remains of the Day,1993,134
tt0107969,tt0107969,Movie,Rising Sun,1993,125
tt0107977,tt0107977,Movie,Robin Hood: Men in Tights,1993,104
tt0107978,tt0107978,Movie,RoboCop 3,1993,104
tt0107983,tt0107983,Movie,Romeo Is Bleeding,1993,110
tt0107985,tt0107985,Movie,Rookie of the Year,1993,103
tt0107986,tt0107986,Movie,Roop Ki Rani Choron Ka Raja,1993,190
tt0107987,tt0107987,Movie,Roosters,1993,110
tt0107991,tt0107991,Movie,Roser og persille,1993,109
tt0107994,tt0107994,Movie,Roulez jeunesse!,1993,116
tt0107999,tt0107999,Movie,Ruby Cairo,1992,110
tt0108000,tt0108000,Movie,Ruby in Paradise,1993,114
tt0108001,tt0108001,Movie,Rudaali,1993,128
tt0108002,tt0108002,Movie,Rudy,1993,114
tt0108006,tt0108006,Movie,Running Cool,1993,106
tt0108010,tt0108010,Movie,Den russiske sangerinde,1993,119
tt0108023,tt0108023,Movie,Sahibaan,1993,133
tt0108026,tt0108026,Movie,The Saint of Fort Washington,1993,103
tt0108027,tt0108027,Movie,Sakalí léta,1993,110
tt0108029,tt0108029,Movie,The Salt Water People,1993,122
tt0108036,tt0108036,Movie,Mizu no tabibito: Samurai kizzu,1993,106
tt0108037,tt0108037,Movie,The Sandlot,1993,101
tt0108038,tt0108038,Movie,Sandman,1993,100
tt0108041,tt0108041,Movie,Sankofa,1993,125
tt0108052,tt0108052,Movie,Schindler's List,1993,195
tt0108065,tt0108065,Movie,Searching for Bobby Fischer,1993,109
tt0108067,tt0108067,Movie,Secondløitnanten,1993,102
tt0108071,tt0108071,Movie,The Secret Garden,1993,101
tt0108074,tt0108074,Movie,The Eagle Shooting Heroes,1993,103
tt0108077,tt0108077,Movie,Il segreto del bosco vecchio,1993,134
tt0108081,tt0108081,Movie,Why Wasn't He There?,1993,105
tt0108085,tt0108085,Movie,Serye volki,1993,115
tt0108094,tt0108094,Movie,Le sexe des étoiles,1993,104
tt0108096,tt0108096,Movie,Señora Bolero,1991,101
tt0108101,tt0108101,Movie,Shadowlands,1993,131
tt0108105,tt0108105,Movie,Lord of East China Sea II,1993,104
tt0108118,tt0108118,Movie,Shilpi,1994,103
tt0108120,tt0108120,Movie,Death of the Lion Kings,1993,108
tt0108122,tt0108122,Movie,Short Cuts,1993,188
tt0108134,tt0108134,Movie,Silent Cries,1993,120
tt0108135,tt0108135,Movie,Silent Tongue,1993,102
tt0108144,tt0108144,Movie,Sir,1993,151
tt0108146,tt0108146,Movie,Last Dance,1993,113
tt0108147,tt0108147,Movie,Sister Act 2: Back in the Habit,1993,107
tt0108149,tt0108149,Movie,Six Degrees of Separation,1993,112
tt0108151,tt0108151,Movie,Skandal v nashem Kloshgorode,1993,109
tt0108160,tt0108160,Movie,Sleepless in Seattle,1993,105
tt0108162,tt0108162,Movie,Sliver,1993,107
tt0108167,tt0108167,Movie,Smoking/No Smoking,1993,298
tt0108178,tt0108178,Movie,Sognando la California,1992,115
tt0108180,tt0108180,Movie,Sombras en una batalla,1993,106
tt0108185,tt0108185,Movie,Sommersby,1993,114
tt0108191,tt0108191,Movie,The Sun Goddess,1993,105
tt0108192,tt0108192,Movie,Sopyonje,1993,112
tt0108193,tt0108193,Movie,Sort høst,1993,120
tt0108211,tt0108211,Movie,Stalingrad,1993,134
tt0108226,tt0108226,Movie,Sparrow,1993,106
tt0108236,tt0108236,Movie,Strelyayushchiye angely,1994,102
tt0108238,tt0108238,Movie,Striking Distance,1993,102
tt0108253,tt0108253,Movie,Sunset Grill,1993,103
tt0108255,tt0108255,Movie,Super Mario Bros.,1993,104
tt0108256,tt0108256,Movie,The Seventh Horse of the Sun,1992,130
tt0108265,tt0108265,Movie,Swing Kids,1993,112
tt0108273,tt0108273,Movie,Szwadron,1992,100
tt0108274,tt0108274,Movie,A színésznö és a halál,1995,144
tt0108275,tt0108275,Movie,The Searchers,1993,108
tt0108289,tt0108289,Movie,Flirting Scholar,1993,102
tt0108291,tt0108291,Movie,Wild Tango,1993,124
tt0108309,tt0108309,Movie,The Telegraphist,1993,102
tt0108313,tt0108313,Movie,Terminator Woman,1993,105
tt0108314,tt0108314,Movie,Promised Land,1993,104
tt0108327,tt0108327,Movie,The Thing Called Love,1993,116
tt0108329,tt0108329,Movie,Thiruda Thiruda,1993,140
tt0108330,tt0108330,Movie,This Boy's Life,1993,115
tt0108333,tt0108333,Movie,The Three Musketeers,1993,105
tt0108334,tt0108334,Movie,Three of Hearts,1993,102
tt0108337,tt0108337,Movie,Tian tai de yue guang,1993,102
tt0108341,tt0108341,Movie,Time Indefinite,1993,114
tt0108356,tt0108356,Movie,All Men Are the Same,1994,102
tt0108358,tt0108358,Movie,Tombstone,1993,130
tt0108362,tt0108362,Movie,Toki rakujitsu,1992,119
tt0108363,tt0108363,Movie,Top of the World,1993,109
tt0108370,tt0108370,Movie,Tout ça... pour ça!,1993,120
tt0108376,tt0108376,Movie,Trahir,1993,103
tt0108384,tt0108384,Movie,Tren bren,1993,100
tt0108388,tt0108388,Movie,The Trial,1993,120
tt0108399,tt0108399,Movie,True Romance,1993,119
tt0108401,tt0108401,Movie,The Trust,1993,120
tt0108405,tt0108405,Movie,All Under the Moon,1993,109
tt0108409,tt0108409,Movie,De tussentijd,1993,100
tt0108413,tt0108413,Movie,Twisted Fate,1993,104
tt0108418,tt0108418,Movie,Two Cops,1993,110
tt0108425,tt0108425,Movie,Deadly Maria,1993,106
tt0108429,tt0108429,Movie,Udzinarta mze,1992,123
tt0108435,tt0108435,Movie,1 2 3 Freeze,1993,104
tt0108443,tt0108443,Movie,A New Life,1993,117
tt0108447,tt0108447,Movie,The Unnamable II: The Statement of Randolph Carter,1992,104
tt0108451,tt0108451,Movie,Untamed Heart,1993,102
tt0108459,tt0108459,Movie,Ur-Musig,1993,107
tt0108471,tt0108471,Movie,Abraham's Valley,1993,187
tt0108473,tt0108473,Movie,The Vanishing,1993,109
tt0108474,tt0108474,Movie,Vashi paltsy pakhnut ladanom!,1993,111
tt0108480,tt0108480,Movie,Vent d'est,1993,110
tt0108482,tt0108482,Movie,Verlassen Sie bitte Ihren Mann!,1993,100
tt0108489,tt0108489,Movie,Videogramme einer Revolution,1992,106
tt0108490,tt0108490,Movie,Vidheyan,1994,112
tt0108500,tt0108500,Movie,The Visitors,1993,107
tt0108516,tt0108516,Movie,Warheads,1993,179
tt0108521,tt0108521,Movie,Watch It,1993,102
tt0108550,tt0108550,Movie,What's Eating Gilbert Grape,1993,118
tt0108551,tt0108551,Movie,What's Love Got to Do with It,1993,118
tt0108555,tt0108555,Movie,When the Bough Breaks,1994,105
tt0108557,tt0108557,Movie,Where the Rivers Flow North,1993,106
tt0108569,tt0108569,Movie,Wilder Napalm,1993,109
tt0108575,tt0108575,Movie,Die Wismut,1993,111
tt0108585,tt0108585,Movie,The Girls from China,1992,100
tt0108592,tt0108592,Movie,Once Upon a Time in China III,1992,109
tt0108593,tt0108593,Movie,Last Hero in China,1993,111
tt0108596,tt0108596,Movie,Wrestling Ernest Hemingway,1993,123
tt0108597,tt0108597,Movie,The Wrong Man,1993,104
tt0108602,tt0108602,Movie,Wu yan de shan qiu,1992,165
tt0108606,tt0108606,Movie,Heroic Trio 2: Executioners,1993,101
tt0108608,tt0108608,Movie,Woman Sesame Oil Maker,1993,105
tt0108621,tt0108621,Movie,Man of the Times,1993,116
tt0108622,tt0108622,Movie,Blade of Fury,1993,105
tt0108623,tt0108623,Movie,Hero of Hong Kong 1949,1993,109
tt0108624,tt0108624,Movie,Kung Fu Cult Master,1993,107
tt0108630,tt0108630,Movie,Temptation of a Monk,1993,118
tt0108632,tt0108632,Movie,Youcef,1994,105
tt0108633,tt0108633,Movie,The Young Americans,1993,103
tt0108645,tt0108645,Movie,Zalozhniki dyavola,1993,109
tt0108646,tt0108646,Movie,Zapakh oseni,1993,130
tt0108651,tt0108651,Movie,Stand Straight Never Give In,1993,110
tt0108656,tt0108656,Movie,Crime Story,1993,107
tt0108659,tt0108659,Movie,Ziletky,1994,108
tt0108660,tt0108660,Movie,Zohar,1993,113
tt0108662,tt0108662,Movie,Zoo,1993,130
tt0108670,tt0108670,Movie,Outrage,1993,115
tt0108671,tt0108671,Movie,¿Culpable de qué?,1994,102
tt0108672,tt0108672,Movie,À cause d'elle,1993,105
tt0108677,tt0108677,Movie,Sundays on Leave,1993,104
tt0108782,tt0108782,Movie,The Game,1994,105
tt0108922,tt0108922,Movie,Migrations,1989,120
tt0109004,tt0109004,Movie,1000 Boomerangs,1995,101
tt0109006,tt0109006,Movie,101byeonjae propose,1993,112
tt0109008,tt0109008,Movie,119,1994,115
tt0109010,tt0109010,Movie,1942: A Love Story,1994,157
tt0109020,tt0109020,Movie,71 Fragments of a Chronology of Chance,1994,100
tt0109021,tt0109021,Movie,8 Seconds,1994,105
tt0109022,tt0109022,Movie,800 Two Lap Runners,1994,110
tt0109031,tt0109031,Movie,Aazmayish,1995,147
tt0109032,tt0109032,Movie,Ab nach Tibet!,1994,128
tt0109037,tt0109037,Movie,Abschied von Agnes,1994,100
tt0109045,tt0109045,Movie,The Adventures of Priscilla Queen of the Desert,1994,104
tt0109056,tt0109056,Movie,On the Edge,1994,100
tt0109059,tt0109059,Movie,A New Love in Tokyo,1994,115
tt0109066,tt0109066,Movie,Vive L'Amour,1994,118
tt0109067,tt0109067,Movie,The Air Up There,1994,107
tt0109071,tt0109071,Movie,Accumulator 1,1994,102
tt0109084,tt0109084,Movie,Buccaneer Soul,1993,112
tt0109087,tt0109087,Movie,Almost Hollywood,1994,100
tt0109091,tt0109091,Movie,Amaanat,1994,140
tt0109093,tt0109093,Movie,Amateur,1994,105
tt0109095,tt0109095,Movie,Amdaeng Muen kab nai Rid,1994,125
tt0109102,tt0109102,Movie,The Childhood Friend,1994,100
tt0109104,tt0109104,Movie,Amigomío,1994,115
tt0109106,tt0109106,Movie,Self Esteem,1994,111
tt0109112,tt0109112,Movie,Nastazja,1994,100
tt0109116,tt0109116,Movie,Andaz,1994,167
tt0109117,tt0109117,Movie,Andaz Apna Apna,1994,160
tt0109127,tt0109127,Movie,Angels in the Outfield,1994,102
tt0109129,tt0109129,Movie,Angie,1994,107
tt0109134,tt0109134,Movie,Anjaam,1994,170
tt0109142,tt0109142,Movie,Midnight Revenge,1994,105
tt0109153,tt0109153,Movie,Art Deco Detective,1994,101
tt0109164,tt0109164,Movie,At Ground Zero,1994,117
tt0109179,tt0109179,Movie,Ava's Magical Adventure,1994,100
tt0109191,tt0109191,Movie,Babyfever,1994,109
tt0109206,tt0109206,Movie,Bandit Queen,1994,119
tt0109219,tt0109219,Movie,Barcelona,1994,101
tt0109221,tt0109221,Movie,Barnabo of the Mountains,1994,124
tt0109232,tt0109232,Movie,Beg!,1994,108
tt0109235,tt0109235,Movie,Back to Back Face to Face,1994,148
tt0109237,tt0109237,Movie,Belle al bar,1994,110
tt0109239,tt0109239,Movie,White Feast,1996,102
tt0109254,tt0109254,Movie,Beverly Hills Cop III,1994,104
tt0109265,tt0109265,Movie,Bienvenido-Welcome,1994,102
tt0109284,tt0109284,Movie,Black Widow Wajah Ayu,1995,120
tt0109297,tt0109297,Movie,Blink,1993,106
tt0109303,tt0109303,Movie,Blown Away,1994,121
tt0109305,tt0109305,Movie,Blue Chips,1994,108
tt0109306,tt0109306,Movie,Blue Sky,1994,101
tt0109310,tt0109310,Movie,Like a Rolling Stone,1994,120
tt0109313,tt0109313,Movie,Bollywood,1994,120
tt0109319,tt0109319,Movie,Bosna!,1994,117
